,subject,label,body
720,tgif,3,It's already Friday. Not the TGIF kind of Friday... Can time freeze for a while?
721,tgif,5,TGIF folks! Our Friday faces look exceptionally relieved to see the end of the week! #WCVB http://t.co/zkTZvne5lS
723,tgif,5,TGIF!  Showing our love for the Dawgs!  Which team will be you be cheering on this season? @FOX5Atlanta  https://t.co/bD8Ayqp8sN
724,tgif,5,TGIF! We have a lot going on here at Channel 5 this morning. That's right it's Friday morning pep rally! I'm also... http://t.co/ySzRXeAQix
725,tgif,5,TGIF! Happy Friday! We're just a few hours away from the weekend!!
726,tgif,5,TGIF - Join us for Happy Hour Monday Thru Friday from 4-7pm with #complimentary #fingerfood! #besttimeoftheday... http://t.co/Gkw34dgJU0
727,tgif,5,"Happy Friday, y'all.  TGIF!  Wishing you a great weekend."
728,tgif,5,"TGIF!! Make it a great day, Robbie!! https://t.co/vqxDxf39DG"
731,tgif,5,TGIF! Start your weekend off with a spot of lunch and a cheeky pint. We are serving food all day until 10pm! #lunch #TGIF #friday
732,tgif,5,TGIF and tomorrow is game day!
733,tgif,5,@gorgeousgg @watsb4me hello and good morning loves. Wishing you both a nice Friday. Happy TGIF xoxox...
734,tgif,5,TGIF! Friday starts off with a tummy rub for Teddy! Have a terrific Labour Day weekend! #leaside #rosedale http://t.co/MT2WDzQXpn
735,tgif,3,And I don't know about TGIF. Fridays are terrible. I'm more of a TGIS person. Can it be Saturday already?
737,tgif,3,"Feels like everybody's more excited about the weekend than i am, ain't no TGIF when you work Saturday"
739,tgif,5,TGIF! So happy it's Friday
740,tgif,5,"Monday you can fall apart Tuesday, Wednesday break my heart Thursday doesn't even start It's Friday I'm in love TGIF!"
741,tgif,3,I really fucks with @cthagod and @djenvy .. Every Friday they play Katy perry last Friday night (TGIF) @breakfastclubam #TGIF
743,tgif,5,TGIF! Less than a week til Bill Conger's lecture at 6pm on Sep 9. Make sure you come to #SoundsLike to see his work before u hear his talk!
749,tgif,3,Everyone's like TGIF!  And I'm over here like I work tonight. And a double tomorrow. And Sunday. And monday.  #grindin #needmoney
750,tgif,3,...and TGIF!!! What a week... I really dislike the 1st and the 3rd.
751,tgif,3,"TGIF! Do you have any ideas for the new Enchanted Mum collection from @HCemmalou, available Wednesday? http://t.co/zF4carT9U9"
754,tgif,3,Thx for following us @BowlerDerek - how many cuppa's do you have every day? (I'm on my 7th...) TGIF
763,tgif,5,HAPPY TGIF!   I pray that everyone in the States has a safe and restful labor day weekend. See you all Sunday....pastor gary
764,tgif,5,TGIF... For real... You have NOOOO idea how happy I am it's Friday
765,tgif,5,"TGIF! Time to do the Happy Friday dance ...... oh, and get some awesome tacos to celebrate.  ;) http://t.co/XLXMnp6OZ0"
768,tgif,5,TGIF everyone I am so happy it's Friday!
769,tgif,5,"TGIF! After you watch the Dawgs play tomorrow, don't forget to get your swim on! #godawgs #beatulm #laborday #tgif http://t.co/Z673l8rySt"
774,tgif,3,"The quote ""TGIF"" doesn't exist when you work retail, it's more like ""thank goodness it's Tuesday"""
775,tgif,5,TGIF is always better on Friday...especially when the love of your life is looking exceptionally beautiful @makwatkins
777,tgif,5,"TGIF! So happy it's Friday, we are super excited for the weekend, getting hooked up to try the Athens solace and virture on Saturday."
778,tgif,3,TGIF but even tho it's Friday I'm not happy
790,tgif,3,"Yesterday was lastweek,and TGIF was two days ago,which was also last week, so how the hell is tomorrow monday?"
792,tgif,3,"this bitch said ""TGIF"" and it's Monday..."
797,tgif,3,I prefer TGIS than TGIF now. Cause friday is always a stressful day
801,tiger woods,5,I will go out and say it now! Tiger Woods will put together a solid 65 tomorrow and win!! You heard it from me first!!
802,tiger woods,3,Tiger Woods shot a 3rd round 68 on Saturday to tie for 2nd at the Wyndham Championship after 54 holes. Woods trails Jason Gore by two shots.
805,tiger woods,3,@jamieseh Hi jamie I heard Tiger Woods was at -13 Under I Heard Tiger not Playing Sunday he did not make the Cut is this True? @Larzik ?
806,tiger woods,3,"Belgian Grand Prix, 100m Final, Super Sunday, The Ashes and Tiger Woods in contention tonight #SofaDay"
807,tiger woods,3,Tiger Woods 2 strokes behind leader Jason Gore at Wyndham: Woods shot a 2-under 68 in the third round Saturday... http://t.co/QGLQ1djwnU
809,tiger woods,3,Vintage 2008 Tiger Woods on master sunday on the 18th green
811,tiger woods,3,"2015 Wyndham Championship: Tee times, pairings for Sunday's round in Greensboro: Tiger Woods was bounced from the Sunday final pairin..."
812,tiger woods,5,"A Sunday with Tiger Woods in contention for a victory. I honestly never thought I'd see it again, but I'm pumped as hell. #LetsGo"
822,tiger woods,3,It's Sunday. Tiger Woods dressed just like Patrick Reed. (Lest we forget) #AtTheWyndham http://t.co/EmVoWtVAYE
825,tiger woods,3,We're about to get a Sunday round of golf with Tiger Woods actually in contention. Wearing red of course. #flashbacks
826,tiger woods,3,It's weird seeing Tiger Woods being able to wear red again. Not too often that he makes it to Sunday now a days.
827,tiger woods,5,Tiger Woods rocking the red polo on a Sunday with a chance to win the tournament. Doesn't get much better than that
830,tiger woods,3,"Of course Scott Brown aces the 3rd. From way downtown, BANG. (Note: Scott Brown is playing with Tiger Woods this afternoon.)"
831,tiger woods,3,Tiger Woods' group comes to the Par 3-3rd and there's an ACE! But it wasn't from Eldrick - Scott Brown makes it w/Tiger looking on #PGATOUR
832,tiger woods,3,Tiger Woods won't win and thankfully this will be the last time we see him til October
842,tiger woods,3,I'm here watching golf hoping Tiger Woods can do well and this ass hole Triple bogey the 11th hole!!!
844,tiger woods,3,"Do we have thoughts on the ORO Tiger Woods theory can't go 4 days TR - 7 birdies Friday - 5 birdies, eagle Sat - 3 birdies Sun - 1 birdie"
845,tiger woods,3,One bad chip and Tiger Woods triples bogeys the par-4 11th. Falls to 10 under and more or less loses all chance to make the playoffs
846,tiger woods,3,Tiger woods just ruined Sunday for America.
849,tiger woods,5,@TwSpot Back nine Sunday...Red shirt...Tiger Woods.  How good can it get?!?  ...Add in @TWSpot!  #NowWereTalkin
850,tiger woods,3,"Tiger Woods 11th hole - blade a chip, chunk the following chip, hit the next chip thin, two-putt for triple bogey. Every amateur rejoices."
853,tiger woods,3,"A triple-bogey 7 on No. 11 sidetracked Tiger Woods in the @WyndhamChamp, but a tie for 10th place at 13-under constitutes progress. #PGATour"
856,tiger woods,3,Tiger Woods apparently isn't clutch any more. He finished 13-under T-10th at the Wyndham Championship &amp; will miss out on the FedEx Playoffs
857,tiger woods,3,"Tiger Woods walked up the 18th fairway Sunday, he noticed a homemade sign to his right http://t.co/kSrcOzH5pG"
858,tiger woods,3,Tiger Woods was all over my TL yesterday like it was the 2nd coming.  Did the final round get rained out today or something?  #Crickets
860,tiger woods,3,When you're paired with Tiger Woods on a Sunday what's the best way to make yourself comfortable? By getting a... http://t.co/23dk4EQVKr
861,tiger woods,3,[USPGA TOUR] Hip ails Tiger Woods as he settles for 10th in best result of season http://t.co/BJSVuW4Apq
863,tiger woods,3,I think the world needs to hear more breakdown of Tiger Woods' fall on Sunday.
864,tiger woods,3,Tiger Woods ties for 10th and four strokes behind the winner Davis Love III http://t.co/mNZCjN2NL0
865,tiger woods,3,Woods' season ends abruptly: Tiger Woods' season came to an end on Sunday after his 10th-place finish at the W... http://t.co/pLBpzceH5s
868,tiger woods,3,@Zigmanfreud I see you still have that Tiger Woods tingle going up your leg. Is the 1st Church of Tiger Woods still active?
870,tiger woods,3,When I saw Tiger Woods shoot a 7 on the 11th hole yesterday I feel like...I play just like Woods!
875,tiger woods,3,Tiger Woods' season came to an abrupt end on Sunday: Read the story: &gt;&gt;&gt; http://t.co/GLYddEfoUX
877,tiger woods,3,What's it like to make a hole-in-one against Tiger Woods? Scott Brown on a magical Sunday: http://t.co/A7bORVMCw9 http://t.co/gsph8uwHom
886,tiger woods,3,"SMH, Somebody 'bout to be upset again.   1st Tiger Woods infiltrates golf, the Williams Sister literally... http://t.co/uZww3tjmec"
888,tiger woods,3,Bruh... I could be Tiger Woods on the course in some 6's  https://t.co/Xb4SfI2Tp6
889,tiger woods,5,"The greatest thing about tomorrow is, I will be better than I am today. ~ Tiger Woods  #ALDUBBATTLEForACause"
892,tiger woods,3,"Tiger Woods at the tennis U.S. Open on Friday, not on Saturday.  Just like in golf."
896,tiger woods,3,@gordonkeith did you see the pic of the Fake Tiger Woods sign at ESPN College GameDay in Fort Worth on Saturday? http://t.co/QVBZ3Ykhai
897,tiger woods,3,Simuladores de Golf Tiger Woods misses cut at British Open: Tiger Woods looks on from the 18th green during th... http://t.co/IWuY7lnqBT
900,tom cruise,3,"50 minutes in, and the team behind Edge of Tomorrow have crafted one of the few movies starring Tom Cruise that I can stomach."
901,tom cruise,3,"@HuffingtonPost She looks unstable, But that may happen when Tom Cruise gets inside you we don't know!"
902,tom cruise,3,happy monday conquer a fear today accept into your life that tom cruise is one of the scariest humans ever to grace the face of this earth
904,tom cruise,3,"100% comedy, no surprises. I was sat next to a child drinking red wine. This is what it's come to, Tom Cruise."
910,tom cruise,3,"Today's #Newsdrop: Tom Cruise, Prue Leith and the reality of money for a new generation https://t.co/wGJB6oJXoy http://t.co/du3QkFzCl3"
917,tom cruise,3,"@chrismcquarrie what if we do Edge of Tomorrow 2, where every time he dies, this time, he changes Tom Cruise movie roles?"
919,tom cruise,3,"So, Edge of Tomorrow is, what, Starship Troopers meets Groundhog Day?  (Glad I forgot Tom Cruise was in it, or I'd not have watched it.)"
921,tom cruise,3,"Photo: staff: undercoverjuggalo: tom cruise has seen the sun and the moon, and even mars; the milky way and... http://t.co/6GBnu4kUMJ"
925,tom cruise,5,"@lubehead funny story, watched edge of tomorrow with Tom cruise last night - loved it"
928,tom cruise,3,"Why does Tom Cruise take 10,000 times to figure things out in the movie Edge Of Tomorrow, but gets it right 1st time in Mission Impossible?"
931,tom cruise,3,Anyone seen edge of tomorrow with Tom cruise and do yall recommend it ?
935,tom cruise,3,@safetypilot26 May I air your pictures to Tom cruise If we say you shot them? I need your answer ASAP...thanks
939,tom cruise,3,@crushsong (btw watched edge of tomorrow it was v good i'm mad at lord xenu for making everyone feel weird about tom cruise)
944,tom cruise,1,"@pecunium Edge of Tomorrow was Yet Another Tom Cruise Movie, which is to say it was too long, blew up too much shit, &amp; needed a better end."
945,tom cruise,3,"The 5th Mission impossible franchise, does it still carry a  appeal  aside from bankrolling Tom Cruise? http://t.co/r9oBo2F1Fb #filmreview"
951,tom cruise,3,"From The Guardian: Benjamin Lee, 'Paul Haggis: ""shame on"" press for not asking Tom Cruise about Scientology' http://t.co/Ny1rWmhqMR"
954,tom cruise,5,Sometimes I realise I know all the words to movies. And that those movies mostly have Tom Cruise in them. I may have had a thing for him.
957,tom cruise,3,"hi, i'm tom cruise. you may remember me from scientology"
958,tom cruise,3,"Every time I hear that song ""I Can't Feel My Face When I'm With You"" see Tom Cruise ripping his face off in the 1st Mission Impossible."
961,tom cruise,3,"@Xbox @CallofDuty This looks like Edge of Tomorrow, the Tom cruise movie..."
963,tom cruise,3,@LoriJulia what is that book that is supposedly about Katie Holmes and Tom Cruise? I'm going to Barnes&amp; Noble tomorrow! #help
973,tom cruise,3,I disagree with people who think you learn more from getting beat up than you do from winning. - Tom Cruise http://t.co/4h0hbCxHFm
976,tom cruise,5,Edge of Tomorrow with Tom Cruise is phenomenal
977,tom cruise,3,L L #TomCruise #Movies Born on the Fourth of July #DVD ~ Tom Cruise ~ R1 Widescreen New #Deals #Bargains http://t.co/j3rX4jomI1
982,tom cruise,3,My journey from the first cobweb I walked through this week to the one just now is not unlike Tom Cruise's journey in Edge of Tomorrow.
985,tom cruise,3,"Tom cruise movies on Zee Studio- Tonight at 11pm Mission impossible -2, Tomorrow- 9pm War of the worlds"
987,tom cruise,3,Wine update: I may have busted my ass attempting the Tom Cruise socks slide across the kitchen. Asshole gravity. #MistakesWereMade
988,tom cruise,3,#TomCruise #Movies Born on the Fourth of July (Oliver Stone Collection) Tom Cruise ** Brand New ** http://t.co/FNWYYq7HK6 #Deals #Bargains
990,tom cruise,3,"Speaking of Tom Cruise, by the 5th instalment you'd think it'd be undeniably clear that those Missions are actually quite Possible..."
993,tom cruise,3,"@andycastro @MiklCraw4d ok, so he can pretend he's Tom Cruise in born on the 4th of July and inspirationally drive his butt up here"
997,tom cruise,5,I still can't believe Tom Cruise from Top Gun Is coming to our school Friday for USA day!!!
1002,tory,3,"@meldrum @iainmartin1 65-70% of Tory &amp; UKIP voters still want to renationalise the railways, as do the 1st &amp; 2nd place cands for Lab Leader."
1008,tory,1,"Do you really think he gives a shit about Scottish opinion,he's  a bloody Tory after all  https://t.co/NuKghC33B4"
1010,tory,1,@IanKingSky never have I read such scaremongering bullshit in the Tory led SUN newspaper as the shit you wrote in all my life!
